Ref,Date received,Councillor,Service area,Directorate
12798328,19/09/2022,"Slaughter, June","Property, Assets and Facilities Management",Finance
12755641,20/09/2022,"Amaning, Esther",0-25 SEND,Educational Achievement & Inclusion
12749708,20/09/2022,"Brooks, Frazer",Strategic Planning,Place
12764272,20/09/2022,"Curtois, Andrew",Parking Enforcement (Bexley and Bromley),Place
12764572,20/09/2022,"Curtois, Andrew","Highways, Traffic and Infrastructure",Place
12755240,20/09/2022,"Day, Anna",Planning and Regulation,Place
12755941,20/09/2022,"Day, Anna",Environmental Services,Place
12762172,20/09/2022,"Day, Anna",Environmental Services,Place
12781032,20/09/2022,"Evennett, David",Housing Services,Place
12759473,20/09/2022,"Hall, Steven",Environmental Services,Place
12752408,20/09/2022,"Holding, Angela",Leisure Parks and Open Spaces,Place
12759472,20/09/2022,"Holding, Angela",Leisure Parks and Open Spaces,Place
12764672,20/09/2022,"Leaf, David",Environmental Services,Place
12760472,20/09/2022,"Slaughter, June","Highways, Traffic and Infrastructure",Place
12760973,21/09/2022,"Amaning, Esther",Environmental Services,Place
12761772,21/09/2022,"Christoforides, Kurtis","Highways, Traffic and Infrastructure",Place
12762672,21/09/2022,"Davey, John",Environmental Services,Place
12760573,21/09/2022,"Day, Anna","Highways, Traffic and Infrastructure",Place
12782632,21/09/2022,"Evennett, David",Housing Services,Place
12759772,21/09/2022,"French, Louie",Housing Services,Place
12760572,21/09/2022,"Holloway, Adam",Housing Services,Place
12760975,21/09/2022,"Oppong-Asare, Abena",Housing Services,Place
12757441,21/09/2022,"Perfect, Wendy",Environmental Services,Place
12823488,21/09/2022,"Perfect, Wendy",Strategic Planning,Place
12765072,22/09/2022,"Brooks, Frazer",Environmental Services,Place
12765672,22/09/2022,"Curtois, Andrew",Environmental Services,Place
12759573,22/09/2022,"Hunt, James",Housing Services,Place
12763372,22/09/2022,"Leaf, David",Leisure Parks and Open Spaces,Place
12763672,22/09/2022,"Slaughter, June",Parking Enforcement (Bexley and Bromley),Place
12782732,23/09/2022,"Holding, Angela",Environmental Services,Place
12781832,23/09/2022,"O'Neill OBE, Teresa",Planning and Regulation,Place
12779932,26/09/2022,"Borella, Stefano",Housing Services,Place
12796128,26/09/2022,"Campbell, Duncan","Mash, Referral & Assessment, Family Support & Child Protection",Childrens Social Care
12779332,26/09/2022,"Evennett, David",Exchequer Services,Finance
12790164,26/09/2022,"French, Louie",Environmental Services,Place
12780232,26/09/2022,"Hall, Steven",Environmental Services,Place
12784832,26/09/2022,"Hinkley, Sally",0-25 SEND,Educational Achievement & Inclusion
12780532,26/09/2022,"Oppong-Asare, Abena",Housing Services,Place
12780233,26/09/2022,"Slaughter, June",Libraries and Communities,Place
12794228,27/09/2022,"Amaning, Esther","Highways, Traffic and Infrastructure",Place
12784332,27/09/2022,"Bishop, Brian",Leisure Parks and Open Spaces,Place
12790464,27/09/2022,"Curtois, Andrew",Environmental Services,Place
12792464,27/09/2022,"Hall, Steven",Libraries and Communities,Place
12784032,27/09/2022,"Ward-Wilson, Janice",Environmental Services,Place
12796028,28/09/2022,"Amaning, Esther",Environmental Services,Place
12798628,28/09/2022,"Bishop, Brian",Housing Services,Place
12791464,28/09/2022,"Bishop, Brian",Early Intervention & Specialist Teachers,Educational Achievement & Inclusion
12798428,28/09/2022,"Campbell, Duncan",Strategic Planning,Place
12807294,28/09/2022,"French, Louie",Housing Services,Place
12794028,28/09/2022,"Hall, Steven",Environmental Services,Place
12789765,28/09/2022,"Moore, Lisa-Jane",Housing Services,Place
12796029,28/09/2022,"O'Neill OBE, Teresa",Environmental Services,Place
12796328,28/09/2022,"O'Neill OBE, Teresa",Environmental Services,Place
12807392,28/09/2022,"Perfect, Wendy",Economic Skills and Development,Place
12805293,29/09/2022,"Gower MBE, Sue","Highways, Traffic and Infrastructure",Place
12798128,29/09/2022,"Hall, Steven",Environmental Services,Place
12798429,29/09/2022,"Jackson, Howard","Property, Assets and Facilities Management",Finance
12798430,29/09/2022,"Perfect, Wendy",Environmental Services,Place
12804892,29/09/2022,"Read, Philip",Environmental Services,Place
12829752,29/09/2022,"Slaughter, June",Environmental Services,Place
12820890,30/09/2022,"Evennett, David",Housing Services,Place
12808292,30/09/2022,"French, Louie",Parking Enforcement (Bexley and Bromley),Place
12805092,30/09/2022,"Leaf, David",Planning and Regulation,Place
12806092,30/09/2022,"Moore, Lisa-Jane",Leisure Parks and Open Spaces,Place
12810592,30/09/2022,"Munur, Cafer","Highways, Traffic and Infrastructure",Place
12805992,30/09/2022,"Oppong-Asare, Abena",Exchequer Services,Finance
12807494,30/09/2022,"Perfect, Wendy",Environmental Services,Place
12806892,30/09/2022,"Sandhu, Rags","Highways, Traffic and Infrastructure",Place
12819989,03/10/2022,"French, Louie","Highways, Traffic and Infrastructure",Place
12819588,03/10/2022,"Holding, Angela",Environmental Services,Place
12805193,03/10/2022,"Leaf, David",Exchequer Services,Finance
12809292,03/10/2022,"Leaf, David",Exchequer Services,Finance
12817256,03/10/2022,"Oppong-Asare, Abena",Housing Services,Place
12805492,03/10/2022,"Perfect, Wendy",Environmental Services,Place
12819788,03/10/2022,"Perfect, Wendy","Highways, Traffic and Infrastructure",Place
12820889,03/10/2022,"Perfect, Wendy",Environmental Services,Place
12820488,03/10/2022,"Seymour, Melvin",Environmental Services,Place
12826453,03/10/2022,"Seymour, Melvin",Complex Care,Adult Social Care & Health
12816858,04/10/2022,"Campbell, Duncan",Housing Services,Place
12818189,04/10/2022,"French, Louie",Housing Services,Place
12819288,04/10/2022,"French, Louie",Housing Services,Place
12821788,04/10/2022,"Leaf, David",Housing Services,Place
12818688,04/10/2022,"Perfect, Wendy",Environmental Services,Place
12812556,04/10/2022,"Seymour, Melvin",Housing Services,Place
12820888,05/10/2022,"Christoforides, Kurtis","Highways, Traffic and Infrastructure",Place
12818288,05/10/2022,"Hall, Steven","Looked after Children, Permanence and Specialist Services",Childrens Social Care
12827252,05/10/2022,"Hall, Steven",Environmental Services,Place
12826153,05/10/2022,"Hinkley, Sally",Housing Services,Place
12822788,05/10/2022,"Holding, Angela",Legal Services,Legal & Democratic Services
12826454,05/10/2022,"Holding, Angela","Highways, Traffic and Infrastructure",Place
12831152,05/10/2022,"Holding, Angela",Planning and Regulation,Place
12827154,05/10/2022,"Munur, Cafer",Environmental Services,Place
12821888,05/10/2022,"Perfect, Wendy",Environmental Services,Place
12824788,05/10/2022,"Perfect, Wendy",Strategic Planning,Place
12829452,05/10/2022,"Perfect, Wendy",Environmental Services,Place
12822488,05/10/2022,"Slaughter, June",Environmental Services,Place
12834052,06/10/2022,"Evennett, David",Planning and Regulation,Place
12829852,06/10/2022,"French, Louie",Economic Skills and Development,Place
12830652,06/10/2022,"French, Louie",Housing Services,Place
12830753,06/10/2022,"French, Louie",Leisure Parks and Open Spaces,Place
12830352,06/10/2022,"Gower MBE, Sue",Environmental Services,Place
12825752,06/10/2022,"Leaf, David",Exchequer Services,Finance
12829352,06/10/2022,"Leaf, David",Exchequer Services,Finance
12835153,06/10/2022,"O'Neill OBE, Teresa",Environmental Services,Place
12828952,06/10/2022,"Read, Philip",Environmental Services,Place
12843508,07/10/2022,"Adams, Patrick ",Planning and Regulation,Place
12840008,07/10/2022,"Hunt, James",Environmental Services,Place
12839908,07/10/2022,"Moore, Lisa-Jane",Early Intervention & Specialist Teachers,Educational Achievement & Inclusion
12844508,07/10/2022,"Perfect, Wendy",Environmental Services,Place
12853004,07/10/2022,"Seymour, Melvin",Environmental Services,Place
12840608,07/10/2022,"Taylor, Nicola",Environmental Services,Place
12860668,07/10/2022,"Taylor, Nicola",Planning and Regulation,Place
12842708,07/10/2022,"Taylor, Nicola","Highways, Traffic and Infrastructure",Place
12847008,07/10/2022,"Taylor, Nicola","Highways, Traffic and Infrastructure",Place
12848404,10/10/2022,"Bishop, Brian",Environmental Services,Place
12851904,10/10/2022,"Christoforides, Kurtis",Leisure Parks and Open Spaces,Place
12852804,10/10/2022,"Curtois, Andrew",Planning and Regulation,Place
12849004,10/10/2022,"French, Louie",0-25 SEND,Educational Achievement & Inclusion
12851504,10/10/2022,"French, Louie",Environmental Services,Place
12842909,10/10/2022,"Hall, Steven","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
12843709,10/10/2022,"Hall, Steven",Environmental Services,Place
12841308,10/10/2022,"Holding, Angela",Environmental Services,Place
12853404,10/10/2022,"Holding, Angela",Planning and Regulation,Place
12842508,10/10/2022,"Sandhu, Rags",Parking Enforcement (Bexley and Bromley),Place
12852304,10/10/2022,"Sandhu, Rags","Highways, Traffic and Infrastructure",Place
12850104,11/10/2022,"Borella, Stefano",Complex Care,Adult Social Care & Health
12852504,11/10/2022,"Carew, Bola","Highways, Traffic and Infrastructure",Place
12853305,11/10/2022,"Curtois, Andrew",Environmental Services,Place
12860068,11/10/2022,"Hinkley, Sally",Environmental Services,Place
12853205,11/10/2022,"Oppong-Asare, Abena",Exchequer Services,Finance
12856068,11/10/2022,"Oppong-Asare, Abena",Housing Services,Place
12856169,12/10/2022,"Oppong-Asare, Abena",Environmental Services,Place
12865800,12/10/2022,"Oppong-Asare, Abena",Housing Services,Place
12861070,12/10/2022,"Perfect, Wendy",Housing Services,Place
12880729,13/10/2022,"Hall, Steven",Environmental Services,Place
12868800,13/10/2022,"Oppong-Asare, Abena",Housing Services,Place
12869502,13/10/2022,"Oppong-Asare, Abena",Housing Services,Place
12872200,13/10/2022,"Oppong-Asare, Abena",Housing Services,Place
12869200,13/10/2022,"Sandhu, Rags",Complex Care,Adult Social Care & Health
12871200,13/10/2022,"Taylor, Nicola",Parking Enforcement (Bexley and Bromley),Place
12886928,14/10/2022,"Ball, Chris",Housing Services,Place
12889492,14/10/2022,"Carew, Bola","Highways, Traffic and Infrastructure",Place
12878428,14/10/2022,"French, Louie",Housing Services,Place
12880528,14/10/2022,"Oppong-Asare, Abena",Housing Services,Place
12881532,17/10/2022,"Bishop, Brian",Environmental Services,Place
12900724,17/10/2022,"Borella, Stefano","Highways, Traffic and Infrastructure",Place
12883528,17/10/2022,"Day, Anna",Housing Services,Place
12884628,17/10/2022,"Day, Anna",Libraries and Communities,Place
12884732,17/10/2022,"Day, Anna",Housing Services,Place
12881533,17/10/2022,"French, Louie",Parking Enforcement (Bexley and Bromley),Place
12885228,17/10/2022,"Hunt, James","Highways, Traffic and Infrastructure",Place
12885928,17/10/2022,"Perfect, Wendy",Housing Services,Place
12890092,17/10/2022,"Taylor, Nicola",Leisure Parks and Open Spaces,Place
12890292,18/10/2022,"Bishop, Brian",Planning and Regulation,Place
12888392,18/10/2022,"Evennett, David",Planning and Regulation,Place
12890692,18/10/2022,"French, Louie",Parking Enforcement (Bexley and Bromley),Place
12887892,18/10/2022,"Hall, Steven",Leisure Parks and Open Spaces,Place
12887993,18/10/2022,"Hall, Steven",Parking Enforcement (Bexley and Bromley),Place
12889892,18/10/2022,"Holding, Angela",Strategic Planning,Place
12942272,18/10/2022,"Holding, Angela",Parking Enforcement (Bexley and Bromley),Place
12888792,18/10/2022,"Perfect, Wendy",Housing Services,Place
12889192,18/10/2022,"Reader, Peter",Parking Enforcement (Bexley and Bromley),Place
12891792,18/10/2022,"Sandhu, Rags","Highways, Traffic and Infrastructure",Place
12900924,19/10/2022,"Amaning, Esther",Housing Services,Place
12901324,19/10/2022,"Amaning, Esther",Exchequer Services,Finance
12910888,19/10/2022,"Bishop, Brian",Housing Services,Place
12907689,19/10/2022,"Ferguson, Larry",Housing Services,Place
12899924,19/10/2022,"French, Louie","School Expansion, Transport and Admissions",Educational Achievement & Inclusion
12908088,19/10/2022,"Hinkley, Sally",Environmental Services,Place
12900424,19/10/2022,"Hunt, James",Environmental Services,Place
12912088,19/10/2022,"Leaf, David","Property, Assets and Facilities Management",Finance
12910089,19/10/2022,"Moore, Lisa-Jane",Housing Services,Place
12906788,19/10/2022,"Oppong-Asare, Abena",Housing Services,Place
12905288,19/10/2022,"Perfect, Wendy",Environmental Services,Place
12907388,19/10/2022,"Perfect, Wendy",Environmental Services,Place
12902724,19/10/2022,"Slaughter, June",Libraries and Communities,Place
12909188,20/10/2022,"French, Louie",Exchequer Services,Finance
12910688,20/10/2022,"French, Louie","Highways, Traffic and Infrastructure",Place
12904588,20/10/2022,"Ogundayo, Mabel",Environmental Services,Place
12939572,20/10/2022,"O'Neill OBE, Teresa",Housing Services,Place
12908288,20/10/2022,"Oppong-Asare, Abena",Housing Services,Place
12930776,21/10/2022,"Bishop, Brian",Libraries and Communities,Place
12940072,21/10/2022,"Taylor, Nicola",Parking Enforcement (Bexley and Bromley),Place
12948472,21/10/2022,"Taylor, Nicola","Highways, Traffic and Infrastructure",Place
12940772,24/10/2022,"Day, Anna",Complex Care,Adult Social Care & Health
12930176,26/10/2022,"Amaning, Esther",Exchequer Services,Finance
12931476,26/10/2022,"Curtois, Andrew",Safeguarding Adults,Adult Social Care & Health
12944472,26/10/2022,"Dourmoush, Andy",Environmental Services,Place
12928276,26/10/2022,"Hall, Steven",Environmental Services,Place
12931876,26/10/2022,"Holding, Angela",Planning and Regulation,Place
12931576,26/10/2022,"O'Neill OBE, Teresa",Housing Services,Place
12929176,26/10/2022,"Oppong-Asare, Abena",Housing Services,Place
12940172,27/10/2022,"Taylor, Nicola",Leisure Parks and Open Spaces,Place
12938340,28/10/2022,"Ball, Chris",Safeguarding Adults,Adult Social Care & Health
12949436,28/10/2022,"Borella, Stefano","Highways, Traffic and Infrastructure",Place
12936340,28/10/2022,"Carew, Bola",Housing Services,Place
12940372,28/10/2022,"Evennett, David",Complex Care,Adult Social Care & Health
12949536,28/10/2022,"Gower MBE, Sue",Environmental Services,Place
12939473,28/10/2022,"O'Neill OBE, Teresa",Environmental Services,Place
12948572,31/10/2022,"Asunramu, Zainab","Highways, Traffic and Infrastructure",Place
12948072,31/10/2022,"Diment, Richard",Parking Enforcement (Bexley and Bromley),Place
12939373,31/10/2022,"Holding, Angela",Planning and Regulation,Place
12947172,31/10/2022,"Holding, Angela","Highways, Traffic and Infrastructure",Place
12949336,31/10/2022,"O'Neill OBE, Teresa","Highways, Traffic and Infrastructure",Place
12939272,31/10/2022,"Oppong-Asare, Abena",Safeguarding Adults,Adult Social Care & Health
12945072,31/10/2022,"Read, Philip",Environmental Services,Place
12953936,31/10/2022,"Slaughter, June",Environmental Services,Place
12949236,31/10/2022,"Ward-Wilson, Janice",0-25 SEND,Educational Achievement & Inclusion
12949836,01/11/2022,"Adams, Patrick ",Environmental Services,Place
12955736,01/11/2022,"Betts, Nigel",Exchequer Services,Finance
12955037,01/11/2022,"Campbell, Duncan","Highways, Traffic and Infrastructure",Place
12950336,01/11/2022,"Campbell, Duncan",Planning and Regulation,Place
12957836,01/11/2022,"Christoforides, Kurtis",Planning and Regulation,Place
12952036,01/11/2022,"Day, Anna",Planning and Regulation,Place
12953636,01/11/2022,"Day, Anna",Housing Services,Place
12951436,01/11/2022,"French, Louie",Leisure Parks and Open Spaces,Place
12956036,01/11/2022,"French, Louie","Property, Assets and Facilities Management",Finance
12953837,01/11/2022,"Gower MBE, Sue",Environmental Services,Place
12955536,01/11/2022,"Hinkley, Sally",Environmental Services,Place
12957436,01/11/2022,"Jackson, Howard",Environmental Services,Place
12964932,01/11/2022,"Leaf, David",Housing Services,Place
12954037,01/11/2022,"Perfect, Wendy",Environmental Services,Place
12952636,01/11/2022,"Perfect, Wendy",Environmental Services,Place
12963469,02/11/2022,"Day, Anna",Libraries and Communities,Place
12964632,02/11/2022,"Evennett, David",Housing Services,Place
12963472,02/11/2022,"French, Louie",Housing Services,Place
12965832,02/11/2022,"Gower MBE, Sue",Housing Services,Place
12963370,02/11/2022,"Hinkley, Sally",Environmental Services,Place
12963368,02/11/2022,"Oppong-Asare, Abena",Housing Services,Place
12967732,02/11/2022,"Slaughter, June","Highways, Traffic and Infrastructure",Place
